deliverableId,claimId,jsonPath,kind,status,attributionHint,inExpectedSourceFile,bestScore,topEvidenceFile,text
"d1","d1:126:$.triggers[34].whyItMatters","$.triggers[34].whyItMatters","narrative","supported","Phil Combs · Trane Technologies","false","0.486","research/SECONDARY DATA/Clear Current Technologies  Deep Secondary Research — Four Strategic Intelligence Modules.md","Enterprise readiness and security posture unlock procurement, not just features."
"d1","d1:127:$.triggers[35].name","$.triggers[35].name","narrative","supported","John Culver · AdventHealth","true","0.51","research/Interview Summary Documents/Clear_Current_Interview_Summary_AdventHealth.docx","ENGIE-style aggregation without interpretation"
"d1","d1:128:$.triggers[35].quote","$.triggers[35].quote","quote","supported","John Culver · AdventHealth","true","0.85","research/Interview Summary Documents/Clear_Current_Interview_Summary_AdventHealth.docx","ENGIE just aggregates and pays the bottom line. Being smarter — knowing how to interpret the bills and tell us why we should care — would be great."
"d1","d1:129:$.triggers[35].whyItMatters","$.triggers[35].whyItMatters","narrative","supported","John Culver · AdventHealth","false","0.567","research/outputs/synthesis/D1_Engagement_Trigger_Map.md","Intelligence layer on top of pay-and-aggregate incumbents is a land-and-expand wedge."
"d1","d1:130:$.triggers[36].primarySource","$.triggers[36].primarySource","narrative","supported","Andee Chamberlain · Texas State; Don Johnson · Trane","false","0.85","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Andee Chamberlain · Texas State; Don Johnson · Trane"
"d1","d1:131:$.triggers[36].quote","$.triggers[36].quote","quote","supported","Andee Chamberlain · Texas State; Don Johnson · Trane","false","0.85","research/outputs/synthesis/D1_Engagement_Trigger_Map.md","Summer is when the numbers get real. Peak demand in July can set your charges for the next 12 months."
"d1","d1:132:$.triggers[36].whyItMatters","$.triggers[36].whyItMatters","narrative","supported","Andee Chamberlain · Texas State; Don Johnson · Trane","false","0.541","research/outputs/00_master_corpus.txt","Highest financial-exposure window needs proactive warnings before events set the peak."
"d1","d1:133:$.alertDesign[0]","$.alertDesign[0]","narrative","supported","","","0.638","research/outputs/00_master_corpus.txt","Push anomaly and dollar-impact alerts before customers open bills — especially on monthly cycles."
"d1","d1:134:$.alertDesign[1]","$.alertDesign[1]","narrative","supported","","","0.654","research/outputs/synthesis/D1_Engagement_Trigger_Map.md","Encode vertical and fiscal calendars (higher-ed FY, healthcare capital season, QSR summer exposure) into notification timing."
"d1","d1:135:$.alertDesign[2]","$.alertDesign[2]","narrative","supported","","","0.567","research/outputs/00_master_corpus.txt","Pair reactive bill triggers with proactive calendar triggers (renewals, generator tests, peak season)."
"d1","d1:136:$.alertDesign[3]","$.alertDesign[3]","narrative","supported","","","0.523","research/outputs/00_master_corpus.txt","Layer regulatory and wholesale signals (PUC dockets, PJM capacity) into forward charge forecasts, not just historical variance."
"d1","d1:137:$.alertDesign[4]","$.alertDesign[4]","narrative","supported","","","0.496","research/outputs/00_master_corpus.txt","Every alert should answer cost, cause hypothesis, and next action in language finance recognizes."
"d1","d1:138:$.salesImplications[0]","$.salesImplications[0]","narrative","partially_supported","","","0.378","research/outputs/primary/agents/08_David_Okonkwo.md","Time outbound and pipeline reviews to clustered triggers, not generic quarterly blitzes."
"d1","d1:139:$.salesImplications[1]","$.salesImplications[1]","narrative","supported","","","0.51","research/outputs/00_master_corpus.txt","Lead with monetized stories (spike, ratchet, transition error) before feature tours."
"d1","d1:140:$.salesImplications[2]","$.salesImplications[2]","narrative","supported","","","0.425","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Prioritize Texas and deregulated footprints where switching and overlap errors concentrate."
"d1","d1:141:$.salesImplications[3]","$.salesImplications[3]","narrative","partially_supported","","","0.283","research/outputs/primary/agents/12_Alex_Sterling.md","Use channel (OEM, M&V, broker-adjacent) motions to manufacture discovery when buyers are not searching."
"d1","d1:142:$.salesImplications[4]","$.salesImplications[4]","narrative","partially_supported","","","0.386","research/outputs/00_master_corpus.txt","Treat incumbent renewal, staff turnover, and aggregator gaps as named plays with short windows."
"d2","d2:0:$.title","$.title","narrative","supported","","","0.85","research/Interview Summary Documents/Clear_Current_Interview_Summary_AdventHealth.docx","Seasonal Energy Management Calendar"
"d2","d2:1:$.tagline","$.tagline","narrative","supported","","","0.492","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Commercial energy work clusters into predictable seasonal beats — budget, procurement, summer demand, compliance — so GTM should ride that rhythm, not run flat outreach."
"d2","d2:2:$.openingProblem","$.openingProblem","narrative","supported","","","0.435","research/outputs/00_master_corpus.txt","Energy managers face recurring fiscal cliffs: budgets and forecasts lock while utility rates, capacity charges, and contract terms are still moving. That timing gap — especially before March budget submission for many schools and before October healthcare fiscal years — creates recurring moments when invoice-level intelligence and regulatory foresight are most valuable."
"d2","d2:3:$.tldrBullets[0]","$.tldrBullets[0]","tldr","supported","","","0.486","research/outputs/00_master_corpus.txt","Work clusters into predictable seasonal beats — budget, procurement, summer demand, compliance — not flat year-round urgency."
"d2","d2:4:$.tldrBullets[1]","$.tldrBullets[1]","tldr","supported","","","0.486","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Forecasts often freeze before rates, capacity charges, and contract terms finish moving — that gap is the leverage point."
"d2","d2:5:$.tldrBullets[2]","$.tldrBullets[2]","tldr","supported","","","0.464","research/outputs/00_master_corpus.txt","March (many schools) and October (healthcare FY) are recurring cliffs for invoice intelligence and regulatory foresight."
"d2","d2:6:$.tldrBullets[3]","$.tldrBullets[3]","tldr","supported","","","0.472","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","GTM should ride the calendar rhythm instead of steady generic outreach."
"d2","d2:7:$.months[0].headline","$.months[0].headline","headline","supported","","","0.638","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Year-end hangover · heating peaks · Q1 carbon reporting kickoff"
"d2","d2:8:$.months[0].activities[0]","$.months[0].activities[0]","narrative","supported","","","0.464","research/outputs/00_master_corpus.txt","Close prior year; reconcile Dec/Jan bills under peak heating loads"
"d2","d2:9:$.months[0].activities[1]","$.months[0].activities[1]","narrative","supported","","","0.567","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Start or deepen budget baselines (higher ed on Sept 1 FY)"
"d2","d2:10:$.months[0].activities[2]","$.months[0].activities[2]","narrative","supported","","","0.638","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","CRE begins CDP-style data pulls; healthcare sees full PJM capacity charges"
"d2","d2:11:$.months[0].salesPlay","$.months[0].salesPlay","narrative","supported","","","0.638","research/outputs/00_master_corpus.txt","Lead with Dec/Jan bill anomaly review and portfolio YoY variance — “close the year right.”"
"d2","d2:12:$.months[1].headline","$.months[1].headline","headline","supported","","","0.68","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Higher-ed budget narratives peak · finance–ops “rate vs budget” gap widest"
"d2","d2:13:$.months[1].activities[0]","$.months[1].activities[0]","narrative","supported","","","0.638","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Sept 1 FY schools assemble budget narratives from usage, demand, cost"
"d2","d2:14:$.months[1].activities[1]","$.months[1].activities[1]","narrative","supported","","","0.425","research/outputs/primary/agents/05_Dr._Patricia_Nash.md","Jul 1 FY schools face pending rate cases while assumptions must harden"
"d2","d2:15:$.months[1].activities[2]","$.months[1].activities[2]","narrative","supported","","","0.756","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Healthcare winter peak risk; CRE deep in CDP audit paths"
"d2","d2:16:$.months[1].salesPlay","$.months[1].salesPlay","narrative","supported","","","0.567","research/outputs/00_master_corpus.txt","Quantify pending rate-case exposure before assumptions freeze — “know the rate you’re budgeting against.”"
"d2","d2:17:$.months[2].headline","$.months[2].headline","headline","supported","","","0.425","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Budget lock (Jul 1 FY schools) · gas execution · compliance sprint"
"d2","d2:18:$.months[2].activities[0]","$.months[2].activities[0]","narrative","supported","","","0.638","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Jul 1 FY higher ed: budget submission month with uncertain rate assumptions"
"d2","d2:19:$.months[2].activities[1]","$.months[2].activities[1]","narrative","supported","","","0.607","research/outputs/00_master_corpus.txt","Healthcare and higher ed execute / lock natural-gas positions"
"d2","d2:20:$.months[2].activities[2]","$.months[2].activities[2]","narrative","supported","","","0.51","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","CRE races to April CDP deadlines; spring PUC / rate activity intensifies"
"d2","d2:21:$.months[2].salesPlay","$.months[2].salesPlay","narrative","supported","","","0.425","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Last-call regulatory briefing tied to imminent budget lock; pair with procurement scenario support."
"d2","d2:22:$.months[3].headline","$.months[3].headline","headline","supported","","","0.51","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Shoulder month · procurement closes · summer prep · CRE CDP/GRESB crunch"
"d2","d2:23:$.months[3].activities[0]","$.months[3].activities[0]","narrative","supported","","","0.486","research/outputs/00_master_corpus.txt","Healthcare finishes / closes many gas contracting cycles"
"d2","d2:24:$.months[3].activities[1]","$.months[3].activities[1]","narrative","supported","","","0.595","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","CRE hits CDP deadlines; GRESB portal opens; compliance demand spikes"
"d2","d2:25:$.months[3].activities[2]","$.months[3].activities[2]","narrative","supported","","","0.708","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Higher ed shifts from budget submission to summer readiness"
"d2","d2:26:$.months[3].salesPlay","$.months[3].salesPlay","narrative","supported","","","0.496","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Position invoice-organized data as the compliance substrate — “your CDP/GRESB inputs already exist in the bills.”"
"d2","d2:27:$.months[4].headline","$.months[4].headline","headline","supported","","","0.708","research/outputs/primary/agents/02_Marcus_Williams.md","Shift from planning to pre-summer operational risk"
"d2","d2:28:$.months[4].activities[0]","$.months[4].activities[0]","narrative","supported","","","0.567","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Memorial Day marks hospitality/QSR climb toward summer electricity peaks"
"d2","d2:29:$.months[4].activities[1]","$.months[4].activities[1]","narrative","supported","","","0.531","research/SECONDARY DATA/Clear Current Technologies  Deep Secondary Research — Four Strategic Intelligence Modules.md","CRE: major deadlines (NYC LL97 May 1) and ongoing GRESB work"
"d2","d2:30:$.months[4].activities[2]","$.months[4].activities[2]","narrative","supported","","","0.486","research/outputs/primary/agents/08_David_Okonkwo.md","Urgency shifts to ratchets, summer tariffs, and peak risk"
"d2","d2:31:$.months[4].salesPlay","$.months[4].salesPlay","narrative","supported","","","0.607","research/outputs/00_master_corpus.txt","Pre-summer demand-charge risk map + summer rate-structure change audit before peaks land."
"d2","d2:32:$.months[5].headline","$.months[5].headline","headline","supported","","","0.607","research/outputs/00_master_corpus.txt","Summer peaks begin setting 12-month demand charges"
"d2","d2:33:$.months[5].activities[0]","$.months[5].activities[0]","narrative","supported","","","0.638","research/outputs/primary/agents/08_David_Okonkwo.md","One bad peak day can lock elevated demand charges for the next year"
"d2","d2:34:$.months[5].activities[1]","$.months[5].activities[1]","narrative","supported","","","0.661","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","QSR electricity peaks (AC-driven) open; hospitals run flat-out cooling"
"d2","d2:35:$.months[5].activities[2]","$.months[5].activities[2]","narrative","supported","","","0.567","research/outputs/00_master_corpus.txt","Interval / real-time workflows matter most for curtailment and DR"
"d2","d2:36:$.months[5].salesPlay","$.months[5].salesPlay","narrative","supported","","","0.638","research/outputs/00_master_corpus.txt","Sell peak monitoring / alerts and site-level exposure — “summer is when the bill sets the tax for the year.”"
"d2","d2:37:$.months[6].headline","$.months[6].headline","headline","supported","","","0.425","research/outputs/primary/agents/11_Carmen_Vega.md","Operational crucible · Jul 1 FY vs Jul 1 rate resolutions"
"d2","d2:38:$.months[6].activities[0]","$.months[6].activities[0]","narrative","supported","","","0.51","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Jul 1 FY schools compare March assumptions to July bills (variance shows immediately)"
"d2","d2:39:$.months[6].activities[1]","$.months[6].activities[1]","narrative","supported","","","0.607","research/outputs/00_master_corpus.txt","Healthcare remains in max cooling / capacity-charge pain"
"d2","d2:40:$.months[6].activities[2]","$.months[6].activities[2]","narrative","supported","","","0.567","research/SECONDARY DATA/Clear Current Technologies  Deep Secondary Research — Four Strategic Intelligence Modules.md","CRE: many GRESB submission deadlines land"
"d2","d2:41:$.months[6].salesPlay","$.months[6].salesPlay","narrative","partially_supported","","","0.386","research/outputs/00_master_corpus.txt","Retrospective proof: show what changed effective Jul 1 and the portfolio dollar impact, then convert to monitoring."
"d2","d2:42:$.months[7].headline","$.months[7].headline","headline","supported","","","0.661","research/outputs/00_master_corpus.txt","Last month of peak demand · healthcare Oct 1 FY budget build accelerates"
"d2","d2:43:$.months[7].activities[0]","$.months[7].activities[0]","narrative","supported","","","0.541","research/outputs/00_master_corpus.txt","August bills encode max summer peaks that drive next-year demand charges"
"d2","d2:44:$.months[7].activities[1]","$.months[7].activities[1]","narrative","supported","","","0.607","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Healthcare pulls 12 months of bills to build October budgets"
"d2","d2:45:$.months[7].activities[2]","$.months[7].activities[2]","narrative","supported","","","0.567","research/outputs/00_master_corpus.txt","Sept 1 FY schools approach year-end complexity"
"d2","d2:46:$.months[7].salesPlay","$.months[7].salesPlay","narrative","supported","","","0.744","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Healthcare baseline pack + annual demand-charge audit — “where is the most impact?”"
"d2","d2:47:$.months[8].headline","$.months[8].headline","headline","supported","","","0.531","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Pivot · cooling eases · Sept 1 FY launches · healthcare budget finalization"
"d2","d2:48:$.months[8].activities[0]","$.months[8].activities[0]","narrative","supported","","","0.567","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Higher ed (Sept 1 FY): new year, new loads, max openness"
"d2","d2:49:$.months[8].activities[1]","$.months[8].activities[1]","narrative","supported","","","0.567","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Healthcare: last edits to Oct 1 FY forecasts and narratives"
"d2","d2:50:$.months[8].activities[2]","$.months[8].activities[2]","narrative","supported","","","0.595","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Fall PUC filing season begins — early warning for next year’s rates"
"d2","d2:51:$.months[8].salesPlay","$.months[8].salesPlay","narrative","supported","","","0.496","research/outputs/00_master_corpus.txt","FY-launch audit: clean consolidated bill history + watchlist; attach Build Engine for new buildings/meters."
"d2","d2:52:$.months[9].headline","$.months[9].headline","headline","supported","","","0.567","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Healthcare Oct 1 FY reset · corporate Q4 planning · fall rate-case intake"
"d2","d2:53:$.months[9].activities[0]","$.months[9].activities[0]","narrative","supported","","","0.68","research/outputs/00_master_corpus.txt","Healthcare: new FY baseline bills establish targets"
"d2","d2:54:$.months[9].activities[1]","$.months[9].activities[1]","narrative","supported","","","0.729","research/outputs/00_master_corpus.txt","Hospitality / retail: Q4 planning for next calendar-year budgets"
"d2","d2:55:$.months[9].activities[2]","$.months[9].activities[2]","narrative","supported","","","0.486","research/outputs/00_master_corpus.txt","Filings now often resolve 9–12 months out — intelligence narrative strengthens"
"d2","d2:56:$.months[9].salesPlay","$.months[9].salesPlay","narrative","supported","","","0.523","research/outputs/00_master_corpus.txt","Fall rate-case monitor tied to forward budget risk (actual utility cost growth vs escalators)."
"d2","d2:57:$.months[10].headline","$.months[10].headline","headline","supported","","","0.638","research/outputs/00_master_corpus.txt","Heating season · Q4 budget lock · winter gas decisions intensify"
"d2","d2:58:$.months[10].activities[0]","$.months[10].activities[0]","narrative","supported","","","0.595","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Corporate / hospitality / retail finalize next-year budgets with imperfect commodity visibility"
"d2","d2:59:$.months[10].activities[1]","$.months[10].activities[1]","narrative","supported","","","0.425","research/outputs/00_master_corpus.txt","Healthcare compares early FY actuals and rehears winter hedging posture"
"d2","d2:60:$.months[10].activities[2]","$.months[10].activities[2]","narrative","supported","","","0.51","research/outputs/00_master_corpus.txt","Winter tariff / rate-structure changes often flip Nov 1 in many jurisdictions"
"d2","d2:61:$.months[10].salesPlay","$.months[10].salesPlay","narrative","partially_supported","","","0.34","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Winter gas hedge decision support — predictability and variance reduction, not “cheapest trade.”"
"d2","d2:62:$.months[11].headline","$.months[11].headline","headline","supported","","","0.541","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Year-end close · holiday ops · PJM capacity inputs · low new-logo season"
"d2","d2:63:$.months[11].activities[0]","$.months[11].activities[0]","narrative","supported","","","0.425","research/outputs/primary/agents/02_Marcus_Williams.md","Minimal tool evaluation; focus on close, audits, volatility (polar-vortex risk)"
"d2","d2:64:$.months[11].activities[1]","$.months[11].activities[1]","narrative","supported","","","0.464","research/outputs/00_master_corpus.txt","Capacity auction results land Dec/Jan and flow into next-year charge expectations"
"d2","d2:65:$.months[11].activities[2]","$.months[11].activities[2]","narrative","supported","","","0.531","research/outputs/00_master_corpus.txt","Prep January re-engagement packs from full-year invoice datasets"
"d2","d2:66:$.months[11].salesPlay","$.months[11].salesPlay","narrative","supported","","","0.708","research/outputs/00_master_corpus.txt","Customer success: ingest December bills, year-end portfolio summary, retention setup for January."
"d2","d2:67:$.fiscalYears[0].fyStart","$.fiscalYears[0].fyStart","narrative","supported","","","0.425","research/Interview Summary Documents/Clear_Current_Interview_Summary_Texas_State.docx","Jul 1 (most); Sep 1 (Texas exemplars)"
"d2","d2:68:$.fiscalYears[0].budgetLock","$.fiscalYears[0].budgetLock","narrative","supported","","","0.708","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Mar (Jul 1 FY); Jan–Feb build (Sep 1 FY)"
"d2","d2:69:$.fiscalYears[0].notes","$.fiscalYears[0].notes","narrative","supported","","","0.546","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Peak demand season Jun–Aug. Budget timing gap is the core wedge — rates finalize after assumptions lock."
"d2","d2:70:$.fiscalYears[1].budgetLock","$.fiscalYears[1].budgetLock","narrative","supported","","","0.486","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Jul–Aug (with Oct FY finalization pressure in Aug–Sep)"
"d2","d2:71:$.fiscalYears[1].notes","$.fiscalYears[1].notes","narrative","supported","","","0.708","research/outputs/00_master_corpus.txt","Peak demand season Jun–Aug. UPSC-driven gas/electric procurement is highly seasonal."
"d2","d2:72:$.fiscalYears[2].budgetLock","$.fiscalYears[2].budgetLock","narrative","supported","","","0.531","research/SECONDARY DATA/CC_Research_Synthesis_Brief.docx","Sep–Oct (GRESB cycle); Q4 corporate planning cross-cuts"
"d2","d2:73:$.fiscalYears[2].notes","$.fiscalYears[2].notes","narrative","supported","","","0.595","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Compliance clusters Q1 (CDP) and Apr–Jul (GRESB); peak demand Jun–Aug."
"d2","d2:74:$.priorityWindows[0].why","$.priorityWindows[0].why","narrative","supported","","","0.567","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Higher-ed Jul 1 FY budgets lock in March while pending rate cases can still be material — dollar-quantified regulatory intelligence is the highest-converting wedge."
"d2","d2:75:$.priorityWindows[1].why","$.priorityWindows[1].why","narrative","supported","","","0.453","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Healthcare Oct 1 FY reset + higher-ed Sept 1 FY launch creates simultaneous openness; institutional RFP/procurement patterns cluster in fall."
"d2","d2:76:$.bigTakeaways[0]","$.bigTakeaways[0]","narrative","supported","","","0.546","research/outputs/00_master_corpus.txt","Calendar the motion to four beats — budget, procurement, summer demand, compliance/reporting. Buyer attention is not evenly distributed."
"d2","d2:77:$.bigTakeaways[1]","$.bigTakeaways[1]","narrative","supported","","","0.45","research/outputs/00_master_corpus.txt","The recurring win is the budget timing gap: finance locks forecasts before utilities finalize rates. Time intel + invoice forensics to those cliffs."
"d2","d2:78:$.bigTakeaways[2]","$.bigTakeaways[2]","narrative","supported","","","0.614","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Treat Feb–Mar as the highest-converting higher-ed window (Jul 1 FY lock) and Aug–Sep as the second (healthcare FY close/launch + Sept FY fresh start)."
"d2","d2:79:$.bigTakeaways[3]","$.bigTakeaways[3]","narrative","supported","","","0.729","research/outputs/00_master_corpus.txt","Summer (Jun–Aug) is the dollars-at-risk season for demand charges. Lead with peak-setting risk and portfolio prioritization."
"d2","d2:80:$.bigTakeaways[4]","$.bigTakeaways[4]","narrative","supported","","","0.537","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","CRE compliance (CDP / GRESB / LL97) creates acute April–May tool demand; lead with invoice-level data readiness even if full carbon productization is adjacent."
"d2","d2:81:$.bigTakeaways[5]","$.bigTakeaways[5]","narrative","supported","","","0.478","research/outputs/synthesis/D2_Seasonal_Energy_Management_Calendar.md","Be honest in pitch: detection + intelligence convert best paired with a credible “dollars recovered” case. Calendar creates the moments; proof converts them."
"d3","d3:0:$.tagline","$.tagline","narrative","supported","","","0.468","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Five reactive workflows where late discovery, manual multi-source investigation, and brittle resolution leave teams flying blind until dollars and credibility are already lost."
"d3","d3:1:$.openingProblem","$.openingProblem","narrative","partially_supported","","","0.408","research/outputs/00_master_corpus.txt","Each map is built from primary interviews first and secondary research second, with product stages naming Clear Current surfaces (Rate Analyst, Energy HQ, Deal Center) and tiers (Dashboard push, Chat). The recurring pattern is backward-looking, threshold-based detection that misses baseline drift, expertise concentrated in people who may leave, and resolution that is political, slow, and often partial — while CC’s honest position is spot-and-assist with human-in-the-loop completion."
"d3","d3:2:$.tldrBullets[0]","$.tldrBullets[0]","tldr","supported","","","0.546","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Built interviews-first: stages name real CC surfaces (Rate Analyst, Energy HQ, Deal Center) and push vs chat tiers."
"d3","d3:3:$.tldrBullets[1]","$.tldrBullets[1]","tldr","supported","","","0.453","research/outputs/00_master_corpus.txt","Status quo is backward-looking, threshold-based detection — easy to miss baseline drift until money is already gone."
"d3","d3:4:$.tldrBullets[2]","$.tldrBullets[2]","tldr","supported","","","0.595","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Investigation is multi-source and expert-heavy; resolution is often political, slow, and partial."
"d3","d3:5:$.tldrBullets[3]","$.tldrBullets[3]","tldr","supported","","","0.51","research/CLEAR_CURRENT_PRODUCT_CONTEXT.md","Honest CC posture: spot-and-assist with human-in-the-loop completion — not autonomous recovery promises."
"d3","d3:6:$.journeys[0].persona","$.journeys[0].persona","narrative","supported","","","0.695","research/outputs/00_master_corpus.txt","Commercial energy manager at a multi-site institution reviewing many meters per cycle."
"d3","d3:7:$.journeys[0].personaArchetype","$.journeys[0].personaArchetype","narrative","supported","","","0.85","research/outputs/primary/01_contact_list.md","Andee Chamberlain · Sean Sevy · John Culver"
"d3","d3:8:$.journeys[0].trigger","$.journeys[0].trigger","narrative","supported","","","0.638","research/outputs/00_master_corpus.txt","Monthly utility bills arrive as a high-volume mix of formats, cycles, and providers across the portfolio."
"d3","d3:9:$.journeys[0].stagesWithoutCC[0].summary","$.journeys[0].stagesWithoutCC[0].summary","narrative","supported","","","0.541","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Invoices arrive via mail, email, or portals. Tools are backward-looking and deviation-based."
"d3","d3:10:$.journeys[0].stagesWithoutCC[0].painPoint","$.journeys[0].stagesWithoutCC[0].painPoint","narrative","supported","","","0.68","research/outputs/00_master_corpus.txt","Threshold rules miss errors that have become the new baseline. Comprehensive review is impossible at scale."
"d3","d3:11:$.journeys[0].stagesWithoutCC[1].summary","$.journeys[0].stagesWithoutCC[1].summary","narrative","supported","","","0.425","research/outputs/00_master_corpus.txt","Teams pull history, reconcile units, and cross-check meters, brokers, and utilities when something flags."
"d3","d3:12:$.journeys[0].stagesWithoutCC[1].painPoint","$.journeys[0].stagesWithoutCC[1].painPoint","narrative","partially_supported","","","0.392","research/outputs/00_master_corpus.txt","Attribution and format chaos make each invoice a multi-system, expert-heavy slog with no guaranteed resolution."
"d3","d3:13:$.journeys[0].stagesWithoutCC[2].summary","$.journeys[0].stagesWithoutCC[2].summary","narrative","supported","","","0.661","research/outputs/00_master_corpus.txt","Confirmed errors require utility contact, documentation, credits, and internal escalation."
"d3","d3:14:$.journeys[0].stagesWithoutCC[2].painPoint","$.journeys[0].stagesWithoutCC[2].painPoint","narrative","supported","","","0.51","research/outputs/00_master_corpus.txt","Identified errors often diverge from realized recovery. Politics and time swallow outcomes."
"d3","d3:15:$.journeys[0].stagesWithCC[0].name","$.journeys[0].stagesWithCC[0].name","narrative","supported","","","0.85","research/outputs/synthesis/D3_Customer_Journey_Maps.md","CC surface: Rate Analyst — Dashboard + Chat"
"d3","d3:16:$.journeys[0].stagesWithCC[0].capability","$.journeys[0].stagesWithCC[0].capability","narrative","partially_supported","","","0.319","research/CLEAR_CURRENT_PRODUCT_CONTEXT.md","Ingest and associate invoices to sites/meters; push ranked anomalies; NL investigation with baselines and annotated history; generate an evidence package for disputes."
"d3","d3:17:$.journeys[0].stagesWithCC[0].bounds","$.journeys[0].stagesWithCC[0].bounds","narrative","supported","","","0.425","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Does not autonomously file disputes or guarantee credits. Resolution timeline and utility dynamics stay human. Not every ingestion/association edge case is solved."
"d3","d3:18:$.journeys[1].persona","$.journeys[1].persona","narrative","supported","","","0.638","research/outputs/00_master_corpus.txt","Energy operations manager responding to spikes or broken consumption patterns."
"d3","d3:19:$.journeys[1].personaArchetype","$.journeys[1].personaArchetype","narrative","supported","","","0.85","research/outputs/synthesis/D3_Customer_Journey_Maps.md","James Norton · Sean Sevy · Intermountain Health team"
"d3","d3:20:$.journeys[1].trigger","$.journeys[1].trigger","narrative","supported","","","0.546","research/outputs/synthesis/D3_Customer_Journey_Maps.md","A meter spikes, a bill shows an inexplicable number, or a pattern breaks from historical shape — often noticed late or by accident."
"d3","d3:21:$.journeys[1].stagesWithoutCC[0].summary","$.journeys[1].stagesWithoutCC[0].summary","narrative","supported","","","0.464","research/outputs/00_master_corpus.txt","Detection is periodic review, threshold rules, or non-energy staff noticing a big number."
"d3","d3:22:$.journeys[1].stagesWithoutCC[0].painPoint","$.journeys[1].stagesWithoutCC[0].painPoint","narrative","partially_supported","","","0.364","research/outputs/primary/agents/10_Tom_Reeves.md","Late, accidental discovery lets losses accumulate. Baseline drift and shared-meter blind spots evade rules."
"d3","d3:23:$.journeys[1].stagesWithoutCC[1].summary","$.journeys[1].stagesWithoutCC[1].summary","narrative","supported","","","0.425","research/outputs/00_master_corpus.txt","Triage spans bills, interval data, work orders, utilities, and brokers to separate billing vs equipment vs ops causes."
"d3","d3:24:$.journeys[1].stagesWithoutCC[1].painPoint","$.journeys[1].stagesWithoutCC[1].painPoint","narrative","supported","","","0.496","research/outputs/synthesis/D3_Customer_Journey_Maps.md","Non-linear, multi-source work with unit and domain mismatches. Hard to monetize the finding for the org."
"d3","d3:25:$.journeys[1].stagesWithoutCC[2].summary","$.journeys[1].stagesWithoutCC[2].summary","narrative","supported","","","0.486","research/outputs/00_master_corpus.txt","Path splits across utility disputes, facilities / capital work, or policy — often needing finance and ops alignment."
"d3","d3:26:$.journeys[1].stagesWithoutCC[2].painPoint","$.journeys[1].stagesWithoutCC[2].painPoint","narrative","supported","","","0.425","research/outputs/00_master_corpus.txt","Correct diagnosis still hits politics, capital gates, and hesitation to escalate without airtight proof."
